transacao_id,cliente_id,valor,tipo,categoria,metodo_pagamento,data_transacao
a9fa16ad,82,2480.37,compra,alimentação,PIX,2025-01-16 22:41:00
63e9e1e0,19,3742.85,compra,automotivo,boleto,2025-01-30 22:41:00
14bb3081,12,2151.2,compra,automotivo,cartão de crédito,2025-03-05 22:41:00
c10d14c9,90,259.09,venda,automotivo,cartão de crédito,2025-01-31 22:41:00
212ea6e3,14,394.94,venda,alimentação,boleto,2025-02-07 22:41:00
bd79b597,25,1319.9,compra,livros,boleto,2025-01-20 22:41:00
124ef049,44,3577.51,compra,eletrônicos,cartão de crédito,2025-01-15 22:41:00
41b6cb9f,95,1505.56,venda,livros,boleto,2025-03-08 22:41:00
cf188362,48,4999.12,venda,automotivo,PIX,2025-03-03 22:41:00
e9cedbb1,32,2281.06,compra,alimentação,cartão de crédito,2025-02-14 22:41:00
f4fc27f7,60,1562.6,venda,livros,boleto,2025-03-04 22:41:00
2fc8896c,79,1703.74,compra,alimentação,boleto,2025-02-20 22:41:00
53d5ab46,83,4620.77,venda,vestuário,cartão de crédito,2025-02-28 22:41:00
8e39e096,26,3522.61,venda,vestuário,transferência,2025-02-09 22:41:00
aa5b9bf1,36,326.34,venda,vestuário,boleto,2025-01-21 22:41:00
20773b59,69,3189.89,compra,eletrônicos,boleto,2025-02-23 22:41:00
92aeb339,32,3848.39,compra,livros,boleto,2025-03-03 22:41:00
a8e87e93,16,1786.55,venda,livros,cartão de crédito,2025-01-10 22:41:00
984460f8,93,3924.63,venda,eletrônicos,transferência,2025-02-09 22:41:00
cdac73a6,98,4694.09,venda,eletrônicos,transferência,2025-01-13 22:41:00
4306e697,26,245.88,compra,livros,boleto,2025-01-10 22:41:00
89c96a39,94,4520.2,venda,automotivo,transferência,2025-01-10 22:41:00
1a510b1a,25,2705.63,venda,eletrônicos,PIX,2025-02-16 22:41:00
ae481ea2,56,1745.66,venda,vestuário,transferência,2025-02-17 22:41:00
02422934,49,1134.82,venda,vestuário,cartão de crédito,2025-01-31 22:41:00
2f2f0787,4,4824.4,compra,eletrônicos,transferência,2025-02-10 22:41:00
b7ba99c4,27,3521.24,compra,eletrônicos,PIX,2025-01-24 22:41:00
87a7f52a,52,4968.46,venda,livros,transferência,2025-01-29 22:41:00
300143e1,88,1599.17,compra,eletrônicos,boleto,2025-02-05 22:41:00
90737b32,72,350.75,venda,vestuário,cartão de crédito,2025-02-24 22:41:00
beb0af71,7,4279.03,compra,livros,transferência,2025-03-09 22:41:00
9dfb7482,9,673.79,compra,automotivo,cartão de crédito,2025-01-12 22:41:00
3c93a5af,75,845.63,venda,alimentação,transferência,2025-02-16 22:41:00
bbb7c0e4,1,4718.76,venda,eletrônicos,cartão de crédito,2025-02-09 22:41:00
f3cfb9f4,81,68.48,compra,vestuário,PIX,2025-02-08 22:41:00
a8fdd861,44,3194.17,compra,automotivo,cartão de crédito,2025-01-31 22:41:00
0c215456,30,3318.33,venda,automotivo,cartão de crédito,2025-02-20 22:41:00
5a4f2585,70,46.12,compra,automotivo,cartão de crédito,2025-01-28 22:41:00
e42b3f8c,90,1443.97,venda,vestuário,cartão de crédito,2025-01-12 22:41:00
6a907fea,86,4751.33,compra,eletrônicos,cartão de crédito,2025-01-10 22:41:00
00afb018,84,3556.48,venda,livros,PIX,2025-03-03 22:41:00
5ae5618b,41,594.11,venda,vestuário,boleto,2025-01-20 22:41:00
7842f3d6,6,1995.0,compra,automotivo,PIX,2025-02-23 22:41:00
56efdddc,65,4744.19,compra,alimentação,boleto,2025-02-19 22:41:00
db5e4fab,87,2410.99,venda,vestuário,transferência,2025-03-03 22:41:00
1ce19ff0,73,1450.92,venda,eletrônicos,transferência,2025-01-27 22:41:00
186d2d76,43,3276.33,venda,eletrônicos,transferência,2025-01-31 22:41:00
0f3c91de,27,2911.53,venda,alimentação,transferência,2025-01-31 22:41:00
45eff74e,55,1735.76,venda,eletrônicos,cartão de crédito,2025-02-07 22:41:00
92de4f27,61,2133.47,compra,vestuário,PIX,2025-03-09 22:41:00
0bd80ca4,33,3493.9,compra,automotivo,PIX,2025-02-21 22:41:00
bfbcff85,18,652.89,compra,alimentação,cartão de crédito,2025-02-21 22:41:00
523eeccc,47,2934.76,compra,alimentação,PIX,2025-01-22 22:41:00
cbc60672,58,3957.73,venda,alimentação,boleto,2025-02-05 22:41:00
350972e6,67,2353.28,venda,automotivo,boleto,2025-01-30 22:41:00
f13d78b6,69,819.14,venda,automotivo,boleto,2025-01-14 22:41:00
2c69cf31,63,1341.98,compra,alimentação,boleto,2025-01-28 22:41:00
ccb8ece8,65,63.8,venda,vestuário,PIX,2025-01-28 22:41:00
04db07ac,62,26.0,venda,livros,boleto,2025-01-19 22:41:00
bf933921,8,3056.43,compra,eletrônicos,PIX,2025-03-10 22:41:00
08b05aae,77,3269.33,venda,vestuário,boleto,2025-01-20 22:41:00
4707f291,21,4119.08,venda,eletrônicos,boleto,2025-02-19 22:41:00
e43fc26b,96,4910.22,compra,vestuário,PIX,2025-01-12 22:41:00
11ad8b5d,72,1058.84,venda,alimentação,transferência,2025-01-21 22:41:00
8a1195f6,46,3081.54,compra,vestuário,cartão de crédito,2025-02-02 22:41:00
1e90b60f,16,1367.86,compra,vestuário,cartão de crédito,2025-02-03 22:41:00
e1c85440,30,4859.26,compra,livros,transferência,2025-02-07 22:41:00
252f9eff,14,87.06,venda,livros,PIX,2025-02-07 22:41:00
e58c0f80,43,142.15,compra,vestuário,cartão de crédito,2025-01-31 22:41:00
3c454174,15,4759.58,compra,eletrônicos,transferência,2025-01-23 22:41:00
f34edb07,92,2506.44,venda,automotivo,transferência,2025-02-26 22:41:00
d4888628,85,847.61,compra,alimentação,boleto,2025-01-23 22:41:00
9edc0e7c,22,4830.82,venda,eletrônicos,transferência,2025-02-22 22:41:00
fa93abf5,59,1152.45,compra,livros,transferência,2025-01-22 22:41:00
6b5db12c,93,1131.55,venda,vestuário,cartão de crédito,2025-01-23 22:41:00
62590f88,63,1124.71,venda,automotivo,transferência,2025-01-24 22:41:00
2d5b60af,92,2770.73,compra,automotivo,transferência,2025-01-19 22:41:00
bcc2b0f7,83,3255.97,compra,eletrônicos,cartão de crédito,2025-02-28 22:41:00
3ff97103,44,4235.2,venda,vestuário,transferência,2025-02-10 22:41:00
2bfcddfc,54,3787.8,venda,vestuário,transferência,2025-03-09 22:41:00
cc6084f9,69,2691.4,venda,alimentação,PIX,2025-01-18 22:41:00
cde468a7,36,3943.89,compra,eletrônicos,PIX,2025-02-12 22:41:00
6dbd1ba7,37,3514.26,compra,eletrônicos,boleto,2025-03-06 22:41:00
68507f10,91,1758.85,venda,vestuário,cartão de crédito,2025-01-18 22:41:00
5e678de8,80,3776.86,venda,alimentação,boleto,2025-01-27 22:41:00
feb7bb08,25,3454.33,venda,eletrônicos,transferência,2025-03-08 22:41:00
b1900c65,23,4559.97,compra,alimentação,PIX,2025-02-19 22:41:00
fa15ea30,87,1605.62,compra,livros,PIX,2025-03-04 22:41:00
db1f145a,16,3582.95,compra,automotivo,cartão de crédito,2025-03-10 22:41:00
a8e1ea9f,21,1417.77,compra,automotivo,cartão de crédito,2025-01-17 22:41:00
31d72ba1,39,2901.64,venda,eletrônicos,cartão de crédito,2025-02-09 22:41:00
5556a788,6,3496.37,venda,eletrônicos,boleto,2025-02-16 22:41:00
9545cda6,71,4476.56,venda,automotivo,boleto,2025-01-25 22:41:00
f16d829f,18,2538.6,compra,vestuário,PIX,2025-01-27 22:41:00
f352db15,31,480.97,compra,eletrônicos,boleto,2025-02-22 22:41:00
f1c25a92,87,4374.97,compra,livros,transferência,2025-02-10 22:41:00
a0638b66,94,3544.87,compra,vestuário,transferência,2025-02-10 22:41:00
aeec7fed,10,1960.72,compra,alimentação,cartão de crédito,2025-02-03 22:41:00
842bd2fc,12,3871.74,venda,automotivo,PIX,2025-02-08 22:41:00
06085747,73,4548.29,venda,vestuário,boleto,2025-01-28 22:41:00
3d298da0,72,3567.69,compra,alimentação,transferência,2025-01-13 22:41:00
a03784cc,95,4114.45,compra,automotivo,PIX,2025-02-09 22:41:00
20d258c4,43,3246.9,venda,automotivo,PIX,2025-02-13 22:41:00
d7f81f74,51,70.78,venda,alimentação,boleto,2025-01-28 22:41:00
7c881238,92,2622.66,compra,eletrônicos,PIX,2025-02-26 22:41:00
51fb51fc,73,595.04,compra,alimentação,boleto,2025-03-10 22:41:00
d42d88d9,42,1439.83,compra,eletrônicos,PIX,2025-02-04 22:41:00
4d9fbb28,30,4934.63,compra,eletrônicos,PIX,2025-01-10 22:41:00
75666bbd,92,2568.9,compra,alimentação,cartão de crédito,2025-02-18 22:41:00
2f9a99a4,49,4919.52,compra,livros,boleto,2025-02-22 22:41:00
235ca4bd,53,861.0,venda,eletrônicos,boleto,2025-02-24 22:41:00
ce4afe89,66,4134.69,compra,vestuário,boleto,2025-03-04 22:41:00
718d373f,24,3132.87,compra,automotivo,transferência,2025-02-13 22:41:00
e5f68d11,100,2469.11,venda,automotivo,cartão de crédito,2025-01-18 22:41:00
da9b4aa0,94,2472.81,compra,eletrônicos,PIX,2025-01-22 22:41:00
0716e3b4,4,3265.54,venda,livros,cartão de crédito,2025-02-25 22:41:00
f060e3a7,8,3513.06,venda,vestuário,transferência,2025-02-28 22:41:00
6f70606e,13,1763.87,compra,automotivo,cartão de crédito,2025-02-09 22:41:00
dd7f7009,100,3964.82,venda,livros,PIX,2025-02-28 22:41:00
1fe6570e,54,3380.73,venda,livros,boleto,2025-01-10 22:41:00
60556063,20,4022.28,compra,automotivo,transferência,2025-01-25 22:41:00
4718a08a,55,840.06,venda,automotivo,cartão de crédito,2025-01-27 22:41:00
f7545b68,28,3127.38,compra,vestuário,PIX,2025-02-19 22:41:00
50f7618a,78,379.12,compra,alimentação,cartão de crédito,2025-01-14 22:41:00
90a9887a,95,1329.88,compra,livros,boleto,2025-03-08 22:41:00
0272f4c4,91,2959.38,venda,livros,transferência,2025-02-10 22:41:00
91a65594,66,3232.47,venda,automotivo,transferência,2025-01-21 22:41:00
058299c6,73,2225.26,venda,automotivo,transferência,2025-02-09 22:41:00
247af152,84,4155.61,venda,livros,cartão de crédito,2025-02-11 22:41:00
147f8586,69,2192.42,compra,automotivo,boleto,2025-02-09 22:41:00
97f0e244,55,1339.47,venda,vestuário,PIX,2025-01-13 22:41:00
c41cbab4,20,4387.01,venda,vestuário,transferência,2025-01-18 22:41:00
7558a257,99,533.14,venda,vestuário,transferência,2025-02-26 22:41:00
f4348e2d,94,4748.45,venda,vestuário,PIX,2025-01-19 22:41:00
fc1d804f,51,4769.33,compra,eletrônicos,transferência,2025-01-17 22:41:00
79f03e8f,48,2180.37,compra,automotivo,boleto,2025-03-10 22:41:00
f39266ac,14,1992.48,compra,livros,cartão de crédito,2025-01-21 22:41:00
c362c16c,63,3033.54,compra,alimentação,boleto,2025-01-24 22:41:00
7d251dd7,37,755.62,venda,automotivo,boleto,2025-01-13 22:41:00
b5404629,33,604.64,compra,livros,boleto,2025-02-14 22:41:00
cb9a2216,76,3749.37,compra,eletrônicos,PIX,2025-03-06 22:41:00
1388c273,70,2245.19,venda,eletrônicos,PIX,2025-02-08 22:41:00
b0eb28fc,45,2352.4,venda,livros,PIX,2025-01-27 22:41:00
8af18595,100,4324.62,compra,vestuário,cartão de crédito,2025-02-27 22:41:00
51186eca,74,4821.0,venda,automotivo,PIX,2025-02-17 22:41:00
7d40509e,49,2021.7,venda,livros,boleto,2025-02-10 22:41:00
1a14b3e5,53,100.28,venda,vestuário,transferência,2025-02-05 22:41:00
a9d151e7,34,4929.56,compra,eletrônicos,PIX,2025-01-29 22:41:00
f8bdeca6,17,4207.34,compra,livros,boleto,2025-02-13 22:41:00
7aa8c100,24,3727.17,venda,livros,PIX,2025-02-17 22:41:00
d105bda3,58,617.62,venda,alimentação,transferência,2025-01-27 22:41:00
455d9052,94,2525.88,compra,vestuário,PIX,2025-02-24 22:41:00
dd25de7b,65,44.74,venda,alimentação,transferência,2025-02-04 22:41:00
a31b9aa6,4,2813.23,venda,alimentação,transferência,2025-01-13 22:41:00
a81e093b,61,2981.39,compra,alimentação,PIX,2025-02-11 22:41:00
2e198cdf,35,1206.33,venda,livros,transferência,2025-01-21 22:41:00
f33bce64,62,3154.1,venda,vestuário,cartão de crédito,2025-02-09 22:41:00
53b91d8f,58,1893.48,venda,eletrônicos,boleto,2025-02-24 22:41:00
7ecc5f71,56,3931.35,compra,automotivo,boleto,2025-01-27 22:41:00
89b1e23a,93,3506.73,compra,automotivo,transferência,2025-03-10 22:41:00
a86abeb7,96,4760.47,venda,vestuário,transferência,2025-03-10 22:41:00
8f55d95a,12,3502.56,compra,vestuário,transferência,2025-01-17 22:41:00
4b2fcf39,76,1612.18,compra,automotivo,cartão de crédito,2025-02-16 22:41:00
06cee412,83,3359.87,compra,livros,transferência,2025-02-01 22:41:00
183f356c,45,3197.53,compra,vestuário,PIX,2025-03-07 22:41:00
5ac25c89,36,22.35,venda,livros,PIX,2025-02-24 22:41:00
33a731fe,51,2557.31,compra,alimentação,transferência,2025-02-26 22:41:00
4bd61b14,86,4259.78,compra,alimentação,cartão de crédito,2025-01-29 22:41:00
01890385,46,1832.32,venda,vestuário,cartão de crédito,2025-02-19 22:41:00
cdf0c0f9,54,3448.62,compra,livros,boleto,2025-02-08 22:41:00
00605bdf,95,2667.2,venda,alimentação,transferência,2025-03-04 22:41:00
de7a6153,28,4929.48,venda,vestuário,cartão de crédito,2025-01-17 22:41:00
6cd0a5b6,1,3372.31,venda,livros,cartão de crédito,2025-03-09 22:41:00
61a73d87,31,1332.85,venda,automotivo,boleto,2025-02-17 22:41:00
7e0d178d,69,118.85,compra,livros,boleto,2025-03-03 22:41:00
e851ae3b,10,568.23,venda,alimentação,PIX,2025-01-18 22:41:00
42e0320a,97,4458.63,venda,vestuário,cartão de crédito,2025-02-06 22:41:00
1b56b958,1,1808.91,venda,automotivo,transferência,2025-01-14 22:41:00
b686cdd1,7,3004.02,compra,eletrônicos,cartão de crédito,2025-01-23 22:41:00
f8dfcf59,94,1073.2,venda,vestuário,cartão de crédito,2025-02-26 22:41:00
fedb0957,38,1181.29,venda,vestuário,transferência,2025-01-13 22:41:00
9a3b8e2e,100,1049.01,venda,vestuário,cartão de crédito,2025-02-05 22:41:00
9cff806c,98,542.06,compra,alimentação,transferência,2025-02-11 22:41:00
920bfe62,30,387.76,venda,eletrônicos,transferência,2025-02-18 22:41:00
6ef70e1b,47,4624.4,venda,eletrônicos,boleto,2025-03-01 22:41:00
6c167087,24,214.78,venda,vestuário,transferência,2025-02-20 22:41:00
af175d4a,1,315.55,venda,livros,transferência,2025-02-26 22:41:00
8c97f187,40,4573.27,compra,alimentação,transferência,2025-02-18 22:41:00
df89f5dd,66,650.64,venda,automotivo,cartão de crédito,2025-03-09 22:41:00
30509392,9,870.63,compra,livros,transferência,2025-01-20 22:41:00
81770a9d,75,784.84,venda,eletrônicos,transferência,2025-02-17 22:41:00
4c25b57f,88,1115.32,venda,alimentação,cartão de crédito,2025-02-25 22:41:00
4344b89e,56,4226.29,venda,alimentação,transferência,2025-01-25 22:41:00
f7d61e2f,27,204.42,compra,alimentação,transferência,2025-02-22 22:41:00
f3b8da4a,39,4241.6,venda,alimentação,transferência,2025-01-30 22:41:00
5212ca70,22,4846.34,compra,automotivo,boleto,2025-02-02 22:41:00
a5b19f91,48,1877.96,compra,livros,transferência,2025-03-03 22:41:00
a843e284,6,1043.49,venda,eletrônicos,boleto,2025-02-06 22:41:00
9394ce1a,58,574.4,compra,livros,cartão de crédito,2025-02-26 22:41:00
6f40e277,36,205.0,venda,alimentação,PIX,2025-01-21 22:41:00
0eb4c740,36,596.21,venda,livros,cartão de crédito,2025-03-05 22:41:00
36861c92,1,3731.16,compra,vestuário,boleto,2025-02-02 22:41:00
27807cef,71,1788.03,compra,automotivo,boleto,2025-03-06 22:41:00
cd87f4d0,92,4655.5,venda,automotivo,transferência,2025-01-12 22:41:00
ef69e5e1,46,3054.7,compra,eletrônicos,transferência,2025-01-29 22:41:00
7fd3695c,25,3832.91,venda,livros,PIX,2025-02-01 22:41:00
63d46ef8,67,1720.95,compra,vestuário,transferência,2025-02-11 22:41:00
8444ea90,70,1330.55,venda,vestuário,cartão de crédito,2025-02-25 22:41:00
8f1709fd,22,3153.32,compra,eletrônicos,transferência,2025-03-03 22:41:00
4d414b27,1,643.36,venda,livros,transferência,2025-03-05 22:41:00
a71f39c6,68,3201.39,venda,vestuário,cartão de crédito,2025-01-18 22:41:00
3be5860a,61,2151.68,venda,eletrônicos,boleto,2025-02-05 22:41:00
b79ed2dd,46,817.77,compra,automotivo,cartão de crédito,2025-02-11 22:41:00
c3775418,18,4828.89,venda,automotivo,boleto,2025-01-15 22:41:00
a9f369e7,66,1084.04,compra,alimentação,transferência,2025-02-03 22:41:00
b2a81dbe,12,4590.04,venda,automotivo,PIX,2025-01-31 22:41:00
d1a3eb26,78,4983.76,compra,alimentação,cartão de crédito,2025-01-15 22:41:00
7812c960,90,4043.91,compra,automotivo,cartão de crédito,2025-01-16 22:41:00
2d305180,44,54.64,venda,vestuário,boleto,2025-02-27 22:41:00
164c7596,46,1025.06,venda,vestuário,PIX,2025-02-13 22:41:00
f0cf97a6,14,4822.69,venda,automotivo,boleto,2025-02-20 22:41:00
eb73fc6d,10,3078.37,compra,alimentação,boleto,2025-01-14 22:41:00
eee37a72,36,29.16,venda,alimentação,PIX,2025-02-12 22:41:00
830a54b4,35,1456.68,compra,eletrônicos,boleto,2025-01-12 22:41:00
79a13710,76,3019.35,venda,eletrônicos,transferência,2025-02-27 22:41:00
58e36843,66,516.09,compra,automotivo,transferência,2025-02-18 22:41:00
b5a9fa8d,94,423.04,compra,automotivo,PIX,2025-02-19 22:41:00
dc87a2ab,62,1563.72,compra,livros,boleto,2025-02-17 22:41:00
bd0d2803,55,4366.02,compra,vestuário,boleto,2025-01-16 22:41:00
98ffee3f,57,1281.93,venda,livros,boleto,2025-02-03 22:41:00
d49b98d1,60,626.41,venda,eletrônicos,PIX,2025-01-28 22:41:00
0f0e145a,63,3199.25,compra,vestuário,PIX,2025-03-10 22:41:00
b68598ab,1,2510.69,venda,eletrônicos,PIX,2025-03-04 22:41:00
cf745a53,45,1694.73,venda,automotivo,transferência,2025-01-29 22:41:00
0be10951,69,1857.76,compra,alimentação,transferência,2025-02-23 22:41:00
81935e42,66,2348.36,venda,eletrônicos,transferência,2025-02-22 22:41:00
e22b1e7a,6,4021.79,compra,livros,boleto,2025-02-23 22:41:00
1c89dcdf,76,660.01,venda,livros,transferência,2025-01-20 22:41:00
6ac32e87,69,3684.35,venda,alimentação,cartão de crédito,2025-02-10 22:41:00
a6c83952,88,3443.19,venda,automotivo,PIX,2025-01-25 22:41:00
bb9ea01c,20,3691.38,compra,alimentação,transferência,2025-01-29 22:41:00
5592af8b,13,705.54,venda,livros,transferência,2025-01-30 22:41:00
f8d0fe2a,77,3790.82,venda,livros,boleto,2025-02-24 22:41:00
7cb3d1b0,20,99.11,venda,automotivo,cartão de crédito,2025-01-25 22:41:00
3aaa7810,78,420.66,venda,eletrônicos,PIX,2025-03-05 22:41:00
a6764f9d,19,4849.4,compra,vestuário,PIX,2025-01-23 22:41:00
2d64c920,49,334.25,venda,alimentação,boleto,2025-03-08 22:41:00
cb654288,12,4638.18,compra,automotivo,boleto,2025-01-22 22:41:00
407b1e6b,32,1727.82,compra,automotivo,cartão de crédito,2025-02-26 22:41:00
5ab7aa29,89,1088.31,venda,vestuário,transferência,2025-02-25 22:41:00
ac12bd16,54,1548.54,compra,eletrônicos,boleto,2025-03-02 22:41:00
8df41e96,58,4481.96,venda,automotivo,PIX,2025-03-09 22:41:00
05d14cba,30,1654.4,compra,alimentação,boleto,2025-01-28 22:41:00
5c09293b,78,768.13,venda,vestuário,boleto,2025-02-03 22:41:00
c4cb1875,40,2595.87,compra,eletrônicos,cartão de crédito,2025-01-21 22:41:00
31f149e6,97,212.06,venda,livros,cartão de crédito,2025-01-20 22:41:00
94a9eb64,47,4015.98,venda,livros,PIX,2025-01-21 22:41:00
00768a04,40,1058.49,compra,livros,transferência,2025-02-08 22:41:00
be1e5674,23,1361.82,compra,livros,transferência,2025-01-13 22:41:00
28c99d5a,97,2486.34,venda,automotivo,boleto,2025-02-21 22:41:00
fb3549bb,17,2256.89,venda,alimentação,boleto,2025-02-07 22:41:00
cc6e01f1,22,919.39,venda,automotivo,transferência,2025-01-31 22:41:00
3b1bb632,52,2219.5,compra,livros,boleto,2025-02-03 22:41:00
b46cadc0,80,2314.04,venda,alimentação,PIX,2025-02-24 22:41:00
f48ffe75,55,1620.6,compra,alimentação,PIX,2025-01-13 22:41:00
5ca8be40,99,3018.66,venda,automotivo,boleto,2025-02-11 22:41:00
0e5df3aa,52,288.13,venda,eletrônicos,transferência,2025-01-31 22:41:00
101c538a,29,3573.46,venda,eletrônicos,PIX,2025-02-20 22:41:00
380930b5,59,2220.25,venda,livros,transferência,2025-01-10 22:41:00
a87f8e0b,39,1534.23,venda,eletrônicos,boleto,2025-02-16 22:41:00
09882af3,6,4207.34,compra,livros,transferência,2025-02-13 22:41:00
244b5cfa,57,1204.64,compra,livros,cartão de crédito,2025-01-12 22:41:00
8ca77520,87,1504.67,venda,livros,transferência,2025-03-04 22:41:00
bdad88b5,6,1152.31,venda,alimentação,PIX,2025-03-07 22:41:00
3aeeb442,26,4456.5,venda,vestuário,PIX,2025-01-13 22:41:00
655d4f7a,52,3887.83,venda,alimentação,cartão de crédito,2025-01-24 22:41:00
c0b3d4b9,10,3946.94,venda,alimentação,PIX,2025-02-13 22:41:00
2300a346,24,2092.16,compra,alimentação,PIX,2025-01-29 22:41:00
d3005277,84,3388.23,compra,automotivo,cartão de crédito,2025-01-23 22:41:00
6ef64b60,88,3562.13,venda,livros,transferência,2025-01-14 22:41:00
6d2e237c,11,3059.34,compra,vestuário,transferência,2025-02-14 22:41:00
913dd5f1,88,3913.44,compra,automotivo,boleto,2025-02-09 22:41:00
a12d12d6,45,928.22,venda,vestuário,transferência,2025-01-24 22:41:00
c93056b6,50,3594.39,venda,vestuário,PIX,2025-01-15 22:41:00
d399a58e,16,877.34,venda,alimentação,PIX,2025-01-25 22:41:00
75ca1f6a,33,3722.42,compra,livros,PIX,2025-03-08 22:41:00
1c5c410a,89,2728.59,venda,automotivo,transferência,2025-02-17 22:41:00
cfad90ff,15,502.11,compra,alimentação,transferência,2025-03-08 22:41:00
d6577da2,19,2612.02,compra,eletrônicos,PIX,2025-02-20 22:41:00
7412952c,42,1772.71,compra,automotivo,PIX,2025-02-14 22:41:00
fc061a12,37,953.49,compra,alimentação,PIX,2025-02-27 22:41:00
4d739b2a,96,10.99,compra,automotivo,boleto,2025-01-23 22:41:00
54944d08,7,3346.47,compra,livros,transferência,2025-03-05 22:41:00
6b66da0a,45,3362.64,compra,alimentação,cartão de crédito,2025-02-02 22:41:00
c03edf55,74,3975.2,compra,livros,cartão de crédito,2025-03-01 22:41:00
552edd49,62,645.84,compra,livros,PIX,2025-03-07 22:41:00
97e69d53,10,2660.1,compra,vestuário,cartão de crédito,2025-02-27 22:41:00
e581fdcc,45,3725.94,compra,alimentação,cartão de crédito,2025-03-01 22:41:00
c282c030,98,2369.39,compra,automotivo,PIX,2025-02-26 22:41:00
e0ffc3e2,50,3397.9,venda,vestuário,boleto,2025-02-17 22:41:00
c86f3f54,63,4017.71,venda,vestuário,boleto,2025-01-16 22:41:00
a678638c,85,590.51,venda,automotivo,cartão de crédito,2025-02-13 22:41:00
8a6910dd,46,3702.0,compra,automotivo,PIX,2025-02-08 22:41:00
25ec6df8,42,398.68,venda,alimentação,PIX,2025-02-20 22:41:00
17d18af7,57,1496.37,compra,automotivo,PIX,2025-01-14 22:41:00
b4daa43d,6,3543.53,compra,alimentação,transferência,2025-02-21 22:41:00
76658ef6,8,4864.75,compra,eletrônicos,cartão de crédito,2025-02-01 22:41:00
72be6d4c,54,1702.6,venda,eletrônicos,PIX,2025-01-23 22:41:00
b8c562f6,98,2945.86,compra,alimentação,boleto,2025-02-05 22:41:00
1b5852d8,45,3969.72,compra,alimentação,PIX,2025-03-08 22:41:00
b742e618,65,343.04,venda,eletrônicos,boleto,2025-01-31 22:41:00
4ca7ae68,10,3364.46,compra,alimentação,PIX,2025-03-06 22:41:00
e3198510,6,3504.71,compra,vestuário,cartão de crédito,2025-01-25 22:41:00
1f65b4aa,42,3378.95,venda,automotivo,boleto,2025-01-11 22:41:00
237c802d,92,3021.09,compra,eletrônicos,PIX,2025-02-21 22:41:00
5813161d,87,3534.04,venda,livros,transferência,2025-03-07 22:41:00
1b1eac19,44,1154.69,venda,vestuário,PIX,2025-01-30 22:41:00
83766122,99,2625.83,compra,alimentação,boleto,2025-01-10 22:41:00
87606ada,91,4692.14,compra,livros,PIX,2025-02-10 22:41:00
9d314545,73,4254.48,compra,automotivo,transferência,2025-01-11 22:41:00
f0a0a684,55,3668.11,venda,livros,transferência,2025-01-10 22:41:00
7141e15a,65,2867.97,compra,alimentação,transferência,2025-01-17 22:41:00
f1787b9a,59,664.66,venda,automotivo,boleto,2025-03-01 22:41:00
c07d9ad2,5,1593.07,venda,eletrônicos,transferência,2025-01-18 22:41:00
384ae702,22,4462.83,venda,eletrônicos,transferência,2025-03-07 22:41:00
336720b2,64,3490.69,compra,eletrônicos,boleto,2025-02-01 22:41:00
e77d93ee,88,3896.05,compra,automotivo,PIX,2025-02-03 22:41:00
fe7406d5,5,705.09,compra,vestuário,boleto,2025-01-17 22:41:00
404ecb9b,17,1624.17,compra,automotivo,transferência,2025-02-15 22:41:00
219e3bb7,6,4115.79,venda,livros,boleto,2025-01-14 22:41:00
db864668,73,696.3,compra,vestuário,transferência,2025-02-22 22:41:00
e1db1038,27,1711.86,compra,alimentação,PIX,2025-03-04 22:41:00
2d25dd28,69,3664.54,venda,livros,transferência,2025-01-18 22:41:00
9fd897cb,1,4636.04,venda,livros,transferência,2025-01-11 22:41:00
6d3e2ac3,36,2912.09,compra,eletrônicos,boleto,2025-02-27 22:41:00
c8486e5a,72,1681.94,compra,vestuário,PIX,2025-01-21 22:41:00
ac916cde,87,543.83,venda,alimentação,transferência,2025-02-16 22:41:00
d498c306,84,3857.61,compra,automotivo,cartão de crédito,2025-01-17 22:41:00
8f621d68,76,4684.3,venda,livros,transferência,2025-02-18 22:41:00
4f97c8d1,24,3168.07,compra,alimentação,boleto,2025-02-08 22:41:00
1b9cfdfe,38,4312.4,venda,vestuário,boleto,2025-01-10 22:41:00
3cb8da7e,4,3833.32,venda,automotivo,cartão de crédito,2025-01-25 22:41:00
2e00920d,26,3324.66,compra,automotivo,PIX,2025-02-27 22:41:00
7bc060c1,92,1834.16,compra,eletrônicos,boleto,2025-01-24 22:41:00
25a6a390,32,927.24,compra,automotivo,boleto,2025-01-27 22:41:00
b51554a8,3,4734.77,compra,livros,boleto,2025-01-20 22:41:00
69f62eda,17,212.56,compra,automotivo,PIX,2025-02-02 22:41:00
71c624cf,87,31.83,compra,eletrônicos,boleto,2025-03-05 22:41:00
c44e5f71,72,3602.86,compra,vestuário,PIX,2025-01-17 22:41:00
67be7dc2,88,2128.89,compra,livros,boleto,2025-01-17 22:41:00
d2d80aff,51,2090.26,venda,automotivo,boleto,2025-01-20 22:41:00
f29f058b,48,327.97,venda,alimentação,transferência,2025-02-27 22:41:00
6139f626,38,3134.86,venda,vestuário,boleto,2025-02-02 22:41:00
7c7a7087,25,4037.32,compra,automotivo,transferência,2025-01-20 22:41:00
b92fa028,66,3564.59,venda,alimentação,cartão de crédito,2025-02-02 22:41:00
850f1d6b,34,4795.1,compra,vestuário,cartão de crédito,2025-03-03 22:41:00
